,desc,avg_step_times,std_step_times,avg_total_time,std_dev_total_time
basic_Nt_30_N_200,Basic Simulation,"[0.00324913 0.00321488 0.00323041 0.00322262 0.00323627 0.00322885
 0.00321998 0.00322619 0.00328842 0.00326464 0.00328916 0.00335426
 0.00332604 0.00331516 0.00332815 0.00332574 0.00331967 0.00331314
 0.0032958  0.00328739 0.00327712 0.00327485 0.00326815 0.00327435
 0.00322222 0.00325648 0.00323401 0.00322359 0.00324409 0.0032183 ]","[4.49200110e-05 4.29313447e-05 8.41472952e-05 7.64068427e-05
 1.44517111e-04 9.70563571e-05 6.93398560e-05 6.43634582e-05
 1.47890265e-04 1.26395574e-04 1.27484588e-04 1.91708441e-04
 1.61046477e-04 1.59912763e-04 1.67329704e-04 1.82291677e-04
 1.73320118e-04 1.57819940e-04 1.32701903e-04 1.31675613e-04
 1.00489055e-04 8.02250843e-05 7.20487276e-05 6.44995732e-05
 5.14915484e-05 3.21753761e-05 2.61087477e-05 4.04418407e-05
 2.97604765e-05 3.33217040e-05]",0.0982450492,0.002251524694563255
basic_Nt_30_N_400,Basic Simulation,"[0.00708043 0.00699041 0.0070113  0.00697838 0.00700412 0.00694785
 0.00697742 0.00698446 0.00707738 0.0070223  0.00708753 0.00708119
 0.00710409 0.00711061 0.00714353 0.00712203 0.007154   0.00712134
 0.0071609  0.00718825 0.00719707 0.00716875 0.00722641 0.00720312
 0.00718995 0.00717049 0.00727246 0.00727326 0.00731396 0.00735807]","[0.0004801  0.00047772 0.00046442 0.00047155 0.00042488 0.00041413
 0.00043176 0.00042628 0.00048124 0.00044838 0.00050128 0.00053797
 0.00051363 0.00057231 0.00065172 0.00071401 0.00069937 0.00069854
 0.00069422 0.00068335 0.00071905 0.00068715 0.00066943 0.00062286
 0.00049192 0.00052507 0.00045506 0.00045633 0.00050822 0.00052325]",0.2139298851,0.014316767119591758
basic_Nt_30_N_800,Basic Simulation,"[0.0161895  0.01648327 0.01665679 0.01667465 0.01679571 0.01670244
 0.0165031  0.01677785 0.01765747 0.01766069 0.01742762 0.01710575
 0.01697251 0.01685697 0.01668668 0.01692469 0.01685534 0.01698256
 0.01684969 0.0169219  0.01669008 0.01677683 0.01677502 0.01682185
 0.01670812 0.01683337 0.01698555 0.01715224 0.0170434  0.01715731]","[0.00117583 0.00167439 0.00174875 0.00171782 0.00166495 0.00125493
 0.00107886 0.00097016 0.00241697 0.00233032 0.0015487  0.00114561
 0.00090244 0.00081323 0.00086025 0.00083468 0.00095229 0.0009118
 0.00089656 0.00097664 0.00095321 0.00101177 0.00134854 0.00147147
 0.00156732 0.00164063 0.00188431 0.00201379 0.00189715 0.00187551]",0.5069706905,0.02797058406517859
basic_Nt_60_N_100,Basic Simulation,"[0.00159329 0.00157968 0.00158644 0.00158455 0.00158938 0.00161782
 0.00159566 0.00160365 0.0016191  0.00163691 0.001621   0.00160469
 0.00160997 0.0016169  0.00161372 0.00161502 0.00161571 0.00162929
 0.0016337  0.00163117 0.00164213 0.00163074 0.00162947 0.00163084
 0.00162371 0.00163647 0.00164177 0.00163014 0.00161941 0.00163642
 0.0016314  0.00162422 0.00167684 0.00162737 0.00161604 0.00163233
 0.0016093  0.00161081 0.00163365 0.0016206  0.00163382 0.00163108
 0.0016305  0.00161752 0.00164001 0.00164576 0.00162224 0.00165095
 0.00162569 0.00162976 0.00166511 0.00163792 0.00163473 0.00163206
 0.00162685 0.00163188 0.00163295 0.00162594 0.00162736 0.00163969]","[6.60300572e-05 6.96617399e-05 5.58981798e-05 6.36117156e-05
 4.63336912e-05 6.05879616e-05 6.52358852e-05 5.87447791e-05
 7.20455056e-05 8.66894048e-05 6.10981953e-05 7.38336997e-05
 6.09017936e-05 8.03304079e-05 7.72437079e-05 7.81470368e-05
 7.55595663e-05 8.13019978e-05 7.70809031e-05 7.95965601e-05
 7.27759455e-05 8.41683126e-05 8.17092529e-05 7.96155651e-05
 7.38908212e-05 8.04061697e-05 8.04360286e-05 7.89295575e-05
 7.33376650e-05 9.34234464e-05 7.64298093e-05 8.47927582e-05
 1.28457310e-04 8.31551870e-05 8.28167326e-05 7.05269271e-05
 8.35544731e-05 8.46678973e-05 7.54449496e-05 8.07347834e-05
 7.45188646e-05 8.24961638e-05 7.31432589e-05 8.20956237e-05
 6.61233121e-05 6.70383372e-05 6.78941036e-05 6.29028664e-05
 6.81689007e-05 7.39223024e-05 6.55766845e-05 6.93290210e-05
 7.30946502e-05 6.86778197e-05 7.06408293e-05 6.98284747e-05
 6.46060159e-05 6.97443243e-05 6.91132750e-05 6.57719820e-05]",0.097716756,0.003543033937215928
basic_Nt_60_N_200,Basic Simulation,"[0.0033102  0.00331375 0.00330547 0.00332495 0.00326076 0.00333537
 0.00324639 0.00332706 0.00327603 0.0033367  0.00328417 0.00334181
 0.0033219  0.00333271 0.00330522 0.00333841 0.00330657 0.00335365
 0.0033048  0.00332566 0.00330472 0.00332584 0.00334939 0.00333568
 0.00336321 0.00340321 0.00345827 0.0034234  0.00346761 0.00343659
 0.00343001 0.00342738 0.00342824 0.00340935 0.0033778  0.00337264
 0.00336277 0.00333179 0.00327842 0.00333443 0.00327998 0.00326398
 0.00328492 0.00329124 0.00329377 0.00324736 0.00327177 0.00323477
 0.00328107 0.003246   0.00327982 0.0032534  0.0032916  0.00322966
 0.0032965  0.0032604  0.00333784 0.00328037 0.00330026 0.00328378]","[1.16189740e-04 1.67991294e-04 1.31286387e-04 1.80960154e-04
 1.17118683e-04 1.75028792e-04 1.17694457e-04 1.77590237e-04
 1.39258801e-04 2.06323726e-04 1.28176980e-04 2.15165322e-04
 1.51605920e-04 1.90903759e-04 1.59564263e-04 1.99366478e-04
 1.50881099e-04 1.88540814e-04 1.53619575e-04 1.92038691e-04
 1.93677781e-04 1.66769190e-04 2.04858380e-04 1.45970982e-04
 2.01245837e-04 3.10571788e-04 4.38754566e-04 4.10380410e-04
 5.19073873e-04 5.21538666e-04 4.93829684e-04 3.82150400e-04
 4.02311815e-04 3.69851000e-04 2.85638458e-04 3.26257285e-04
 2.49804030e-04 1.99622616e-04 1.77328654e-04 1.40372656e-04
 1.11473654e-04 9.24570331e-05 9.44840898e-05 7.44450973e-05
 1.09458036e-04 8.33420340e-05 6.53320970e-05 3.98179985e-05
 4.81146931e-05 3.50478211e-05 1.01010810e-04 6.22791297e-05
 1.18372240e-04 7.83157691e-05 1.13855480e-04 9.52489797e-05
 1.36089762e-04 1.16522147e-04 1.27212619e-04 1.14560535e-04]",0.1997460433,0.00922789798087909
basic_Nt_60_N_400,Basic Simulation,"[0.00664624 0.0066504  0.00666298 0.00662032 0.00666284 0.00666206
 0.00666658 0.00669232 0.00672461 0.00675049 0.00679431 0.00675471
 0.00671731 0.0067375  0.00673352 0.00673115 0.00678858 0.00674714
 0.00684154 0.00686275 0.00692557 0.00689551 0.00690327 0.00686882
 0.00692728 0.00686324 0.00694308 0.00688566 0.00691932 0.00692246
 0.00700241 0.00708054 0.00724119 0.00707939 0.0070501  0.00699477
 0.00700949 0.00689507 0.00699144 0.00690651 0.00691543 0.00690142
 0.00695618 0.00697833 0.00704132 0.00690951 0.0069004  0.00688187
 0.00689769 0.00682958 0.00688946 0.00687697 0.00690222 0.00693889
 0.00694559 0.00701796 0.00699414 0.00692114 0.00682412 0.00686331]","[1.34909538e-04 2.39188834e-04 1.47763641e-04 1.62269007e-04
 1.77517115e-04 1.87272174e-04 1.28022008e-04 1.47777706e-04
 1.47525730e-04 2.04469400e-04 2.28695226e-04 1.59600739e-04
 1.00511163e-04 9.33138704e-05 9.14296191e-05 1.05138323e-04
 1.14175699e-04 9.58596835e-05 1.26939322e-04 2.27441738e-04
 2.15933109e-04 1.51333160e-04 1.28321041e-04 1.02418657e-04
 9.96932642e-05 9.23514194e-05 8.34082280e-05 1.27242091e-04
 1.12372288e-04 2.17947849e-04 2.59398157e-04 4.87061043e-04
 6.55392014e-04 5.48871270e-04 3.73425743e-04 2.15625221e-04
 1.76675594e-04 1.09958084e-04 1.51634786e-04 9.70265692e-05
 7.62055739e-05 1.27956140e-04 2.30139385e-04 2.80014148e-04
 3.62763095e-04 1.85390685e-04 1.47353400e-04 1.33815744e-04
 1.51138435e-04 8.20030592e-05 1.08694329e-04 9.14383860e-05
 1.37764635e-04 1.73523323e-04 1.49366601e-04 2.80077372e-04
 1.58081951e-04 1.11466334e-04 8.57733658e-05 1.39473961e-04]",0.41252126289999996,0.0037480597707493257
basic_Nt_60_N_800,Basic Simulation,"[0.01524448 0.01511676 0.01494236 0.01507818 0.01498502 0.01522462
 0.01520074 0.01540013 0.0153299  0.01548242 0.01525968 0.01534654
 0.01533961 0.01550505 0.0157017  0.01609836 0.01566881 0.01557625
 0.01567431 0.01567673 0.01576102 0.01579574 0.01552557 0.01564549
 0.01540558 0.01576129 0.01566714 0.01564364 0.01561687 0.01566279
 0.01563645 0.01564473 0.0160855  0.01609887 0.01607232 0.01625739
 0.01638986 0.01586973 0.01580302 0.01584554 0.01596209 0.01601098
 0.01597107 0.01590052 0.01584453 0.01573612 0.0157665  0.01571678
 0.01566647 0.01556184 0.01597751 0.0157317  0.01568694 0.01569779
 0.01582534 0.01548008 0.01549653 0.01557768 0.01566598 0.01579785]","[0.00068257 0.00037406 0.00021733 0.00026023 0.0002596  0.00018598
 0.00024795 0.0002817  0.0003573  0.0003296  0.00019066 0.00020059
 0.00031229 0.00046369 0.00071111 0.00134678 0.00055067 0.00035806
 0.00041248 0.00041013 0.00094242 0.00067989 0.00041109 0.0005205
 0.00037879 0.00037186 0.00044898 0.00034255 0.0003858  0.00037074
 0.00015894 0.00034495 0.00056148 0.00054509 0.00048423 0.00139135
 0.00105796 0.00041402 0.00015705 0.00044533 0.00038428 0.00047662
 0.0003609  0.00038529 0.00032053 0.00024886 0.00019245 0.00046204
 0.00022545 0.00024936 0.00056004 0.00038895 0.00039813 0.00047418
 0.00038778 0.00031139 0.00020509 0.00046868 0.00040998 0.00124278]",0.9396903585,0.009954681763421895
basic_Nt_120_N_100,Basic Simulation,"[0.00160672 0.00157056 0.00155786 0.00156752 0.00157536 0.00157035
 0.00157594 0.00157524 0.00161113 0.00159852 0.00158769 0.00159766
 0.00161688 0.00164807 0.00164763 0.0016433  0.00162908 0.00165893
 0.00165772 0.00164281 0.00163073 0.00164721 0.0016425  0.00163438
 0.00163119 0.00162975 0.00160661 0.00162556 0.00164557 0.00161556
 0.00161838 0.00162408 0.00162264 0.00163909 0.00163232 0.00163125
 0.00161051 0.0016118  0.00163392 0.00163836 0.00163457 0.00160758
 0.00164339 0.0016264  0.00162614 0.00161301 0.0016368  0.00161995
 0.00162275 0.00160149 0.00161588 0.00160691 0.00161052 0.00161486
 0.00159378 0.00160734 0.00159712 0.00161278 0.00161352 0.00160309
 0.0015992  0.00161414 0.00159601 0.0016134  0.00159298 0.00160584
 0.0015911  0.00157975 0.00160066 0.00158079 0.00159334 0.00157534
 0.00158922 0.00159656 0.00159615 0.00157931 0.00158836 0.00158207
 0.00161004 0.0015879  0.00159131 0.00159148 0.00161335 0.00158872
 0.0015967  0.00158776 0.00160367 0.00157862 0.00157786 0.00158406
 0.00157426 0.00159087 0.00157949 0.00158944 0.00158256 0.00159513
 0.00158394 0.00159229 0.00158348 0.0015974  0.00156787 0.00158594
 0.00157355 0.00158482 0.00157115 0.00157821 0.00158255 0.00158883
 0.0016235  0.00159772 0.00158082 0.00159339 0.00158662 0.00159437
 0.00158843 0.00160082 0.00159686 0.00158184 0.00160315 0.00159344]","[6.87250487e-05 5.41628701e-05 5.16817478e-05 6.58400907e-05
 7.59454523e-05 6.84060553e-05 4.41200518e-05 1.01653767e-04
 7.74484773e-05 7.11207012e-05 7.88921707e-05 8.61781620e-05
 1.20478728e-04 1.22319449e-04 1.27881257e-04 1.53089311e-04
 1.15288652e-04 1.15986485e-04 1.19287920e-04 1.06010874e-04
 1.07257467e-04 1.21824256e-04 1.01413486e-04 1.01505716e-04
 8.90849939e-05 9.87178337e-05 8.38848002e-05 9.81253099e-05
 1.20283942e-04 9.45179310e-05 7.14873635e-05 9.65390765e-05
 9.15428329e-05 8.11447998e-05 9.79865361e-05 8.25304682e-05
 7.69048887e-05 6.41547765e-05 8.57204730e-05 9.13723058e-05
 7.91294674e-05 5.22482689e-05 9.34763151e-05 6.75430670e-05
 6.50636548e-05 6.11942518e-05 8.44756827e-05 6.77827315e-05
 6.39835197e-05 6.24585693e-05 5.71245601e-05 6.02158418e-05
 6.08428510e-05 5.52895559e-05 5.23788059e-05 3.65873791e-05
 5.09634872e-05 7.26833574e-05 4.43087681e-05 5.01878204e-05
 3.15622103e-05 6.47651354e-05 3.81120644e-05 4.14065440e-05
 4.11930639e-05 5.60309394e-05 2.73773769e-05 2.95632484e-05
 4.56560104e-05 5.23825435e-05 3.44180765e-05 2.93794971e-05
 5.37882374e-05 3.82598861e-05 7.23953558e-05 2.54137463e-05
 4.23722116e-05 3.15545595e-05 5.62036930e-05 4.15813578e-05
 4.31033992e-05 4.52088967e-05 7.92784017e-05 3.86098101e-05
 5.65886984e-05 5.36679582e-05 4.67783451e-05 4.67566457e-05
 3.50250300e-05 5.69234807e-05 4.41751674e-05 4.12471599e-05
 4.56991478e-05 5.33389664e-05 4.24152542e-05 6.68720410e-05
 2.94090949e-05 5.67189687e-05 3.67450663e-05 6.09416676e-05
 2.39484464e-05 4.45441755e-05 3.88267567e-05 3.30152641e-05
 3.65827159e-05 3.75559451e-05 5.05450988e-05 4.77675611e-05
 6.00816133e-05 5.32658101e-05 3.58644770e-05 5.49339476e-05
 4.43227469e-05 4.01949905e-05 4.27835066e-05 6.28368215e-05
 6.04130095e-05 4.80685183e-05 7.75549493e-05 6.46096925e-05]",0.1928626123,0.004550152258903279
basic_Nt_120_N_200,Basic Simulation,"[0.00324575 0.00321573 0.00323553 0.00327331 0.00325165 0.00329207
 0.00327942 0.00329001 0.00329272 0.00329271 0.00333399 0.00332944
 0.00329302 0.00332783 0.00332234 0.00334007 0.00332321 0.00333146
 0.00328757 0.0033098  0.00330034 0.00334367 0.00331382 0.00333621
 0.00329694 0.00336891 0.00334424 0.00338829 0.00337789 0.00337613
 0.00336394 0.00337454 0.00335626 0.00335191 0.00334762 0.00335086
 0.00332049 0.00334804 0.00333758 0.00331971 0.00333026 0.00334191
 0.00335133 0.00336389 0.00336296 0.00334628 0.00331201 0.00336937
 0.0033032  0.00333551 0.00334024 0.00332765 0.00336299 0.00334644
 0.00331573 0.00332625 0.00327783 0.00335297 0.00334079 0.0033075
 0.00339151 0.00332199 0.00338131 0.00341762 0.00334858 0.0033439
 0.00335608 0.00332984 0.00333385 0.0032955  0.00331902 0.00330409
 0.00337708 0.00331475 0.00334773 0.00334436 0.00338308 0.00336444
 0.00345472 0.00340359 0.0034112  0.00338494 0.00343798 0.00340548
 0.00346182 0.00338197 0.00338875 0.00333811 0.0033536  0.00332165
 0.0033869  0.00332176 0.00336527 0.00332764 0.00335218 0.00331448
 0.00330334 0.00332486 0.00329061 0.00329901 0.00329774 0.00330961
 0.0033542  0.00332833 0.00330146 0.00330966 0.0032877  0.00327193
 0.00330908 0.00331875 0.00329195 0.00327331 0.00328    0.00328045
 0.00329892 0.0032769  0.00331364 0.00328003 0.00330955 0.00325759]","[4.88711862e-05 6.74986221e-05 8.28998288e-05 8.97705141e-05
 6.27086180e-05 6.63831609e-05 9.74208610e-05 7.64192055e-05
 7.42821089e-05 6.20531423e-05 1.07174620e-04 8.90333982e-05
 6.94149027e-05 7.50123331e-05 7.23743101e-05 8.35224831e-05
 8.94653897e-05 1.12624481e-04 6.95800579e-05 5.95395674e-05
 7.30511772e-05 7.87433350e-05 6.78305258e-05 9.37013868e-05
 7.98969816e-05 1.27215521e-04 1.69039177e-04 2.25729425e-04
 2.85496479e-04 2.65072971e-04 2.42340691e-04 2.05165587e-04
 1.73277523e-04 1.64370833e-04 1.48859254e-04 1.60797679e-04
 1.38687490e-04 1.37245557e-04 1.26506211e-04 9.33711504e-05
 8.62163493e-05 9.24538882e-05 9.67316129e-05 8.10234998e-05
 8.71360960e-05 9.37182742e-05 7.91034408e-05 6.12535162e-05
 7.16816245e-05 7.50002324e-05 1.28571444e-04 1.36258089e-04
 1.17084100e-04 1.09875503e-04 1.28064929e-04 8.71098869e-05
 7.15136460e-05 6.67402816e-05 8.37759374e-05 7.38646008e-05
 9.01155381e-05 9.05110095e-05 1.32333588e-04 1.27873530e-04
 8.84700703e-05 8.63889135e-05 1.07204721e-04 8.70017312e-05
 8.85086212e-05 7.85170212e-05 4.28930248e-05 5.20337134e-05
 1.65450595e-04 6.96147712e-05 8.28816916e-05 1.34158639e-04
 1.15742705e-04 1.39215127e-04 1.38343807e-04 1.45342867e-04
 1.92184801e-04 2.42748118e-04 3.04704404e-04 3.37192664e-04
 3.55557267e-04 2.91811599e-04 2.43624241e-04 2.09481557e-04
 1.79785837e-04 1.49718461e-04 1.45293813e-04 1.16860776e-04
 9.98073361e-05 1.15994498e-04 1.01844413e-04 6.14923660e-05
 6.21462608e-05 6.09030021e-05 3.74807019e-05 6.42697688e-05
 3.35383863e-05 1.05943282e-04 7.18720257e-05 1.20213230e-04
 6.13169228e-05 7.34738269e-05 4.82464097e-05 8.56960053e-05
 4.73138170e-05 1.02529318e-04 4.38772662e-05 6.98644374e-05
 3.92138417e-05 7.46374798e-05 6.70707888e-05 5.56605387e-05
 1.11726889e-04 8.69481391e-05 7.83366770e-05 7.77440587e-05]",0.40029690219999997,0.004268051260511636
basic_Nt_120_N_400,Basic Simulation,"[0.00680759 0.00672807 0.00675413 0.00671502 0.00673428 0.00674419
 0.00676745 0.00674792 0.00677597 0.00676243 0.00681257 0.00671946
 0.00686074 0.00690623 0.00692232 0.00694686 0.00680095 0.00690334
 0.00687222 0.00682833 0.00697591 0.00693553 0.00704926 0.00711451
 0.0071106  0.00705157 0.00696575 0.00706824 0.00691476 0.0071314
 0.00718288 0.00723095 0.00712028 0.00716051 0.00708353 0.00704045
 0.00695903 0.00694305 0.00701803 0.0070923  0.0070725  0.00708144
 0.00705912 0.00705566 0.00698814 0.00694796 0.00692998 0.00699968
 0.00713801 0.00716893 0.00727968 0.00721497 0.00718448 0.00709882
 0.00706176 0.00704691 0.00710999 0.00709751 0.00717634 0.0071053
 0.00702438 0.0069763  0.00696831 0.00690253 0.00700118 0.00699372
 0.00708735 0.0069825  0.00702767 0.00695964 0.00700308 0.00688216
 0.00699791 0.00693072 0.00697781 0.00692398 0.00708367 0.00694514
 0.00709897 0.00703392 0.00711521 0.00700204 0.00708979 0.00695081
 0.00698391 0.00687986 0.00703113 0.00697459 0.00698644 0.00688463
 0.00701077 0.00694729 0.00698993 0.00684429 0.00690789 0.00678238
 0.00693408 0.0069538  0.00713888 0.00700998 0.00706523 0.0068991
 0.0069416  0.00688004 0.00696096 0.00689524 0.00693196 0.00682536
 0.00687674 0.00683913 0.00697465 0.00690204 0.00698334 0.00689139
 0.0069893  0.00691905 0.00701562 0.00694084 0.00701696 0.00691652]","[1.45899121e-04 1.19819985e-04 1.31186912e-04 1.10552466e-04
 9.57096307e-05 1.86465441e-04 1.69373847e-04 1.63270439e-04
 1.14862886e-04 9.65303309e-05 2.03391286e-04 2.25014696e-04
 2.45627930e-04 2.22478003e-04 2.75001410e-04 1.68799962e-04
 1.47306935e-04 1.25604052e-04 7.98458483e-05 6.24912037e-05
 1.84898356e-04 2.83266527e-04 3.64532979e-04 4.10085812e-04
 3.99431291e-04 4.33677306e-04 3.87077991e-04 3.79432632e-04
 3.79966879e-04 4.15818851e-04 4.79290313e-04 4.86719495e-04
 3.94493077e-04 3.73488264e-04 3.23109527e-04 2.15421032e-04
 9.47618329e-05 1.02748763e-04 2.50047855e-04 2.53170557e-04
 2.27535009e-04 2.00308430e-04 2.34451286e-04 2.17624895e-04
 1.57570502e-04 1.13998809e-04 1.04209781e-04 2.22282015e-04
 5.16741245e-04 7.72717655e-04 6.61574500e-04 4.89573018e-04
 3.23861585e-04 2.33543281e-04 1.09676343e-04 1.90824381e-04
 2.31125775e-04 2.22889971e-04 3.28780002e-04 3.24997503e-04
 2.11959858e-04 1.47070721e-04 9.83169991e-05 7.92181010e-05
 1.49647461e-04 2.92396421e-04 3.13331616e-04 2.92705635e-04
 2.70375442e-04 2.58882097e-04 2.08661743e-04 1.97960795e-04
 2.06023091e-04 2.39842624e-04 2.44236112e-04 2.50582021e-04
 3.19742222e-04 2.96461737e-04 3.43177236e-04 3.11340611e-04
 2.78014211e-04 2.66134654e-04 2.21100825e-04 2.02756606e-04
 1.43077978e-04 1.45393049e-04 2.51359051e-04 2.10868644e-04
 1.67992972e-04 1.04841551e-04 1.65784747e-04 1.67166252e-04
 1.58146534e-04 1.14845884e-04 7.40989162e-05 5.29408167e-05
 1.16489017e-04 1.67072360e-04 2.65221375e-04 2.03486251e-04
 1.89658517e-04 9.99128791e-05 7.23781775e-05 6.58036738e-05
 1.91433304e-04 1.69747369e-04 1.30711606e-04 1.00088654e-04
 6.32047404e-05 1.82797874e-04 2.27060948e-04 1.84982585e-04
 2.05863145e-04 1.35056189e-04 1.98428391e-04 2.05292117e-04
 1.87205100e-04 1.89030206e-04 2.06889295e-04 2.03376543e-04]",0.8376503995,0.011649983463499554
basic_Nt_120_N_800,Basic Simulation,"[0.01536475 0.01519249 0.01540768 0.0151226  0.01540231 0.01535539
 0.01564848 0.01547164 0.0156826  0.01541006 0.01582597 0.01587327
 0.0161602  0.01579514 0.01589375 0.01557898 0.01571705 0.01548295
 0.01591199 0.01615193 0.01608807 0.01580269 0.01602273 0.01570123
 0.01606866 0.01566341 0.01566094 0.01581957 0.01593392 0.01603885
 0.01595752 0.01570204 0.01589979 0.01573199 0.01599136 0.01592312
 0.01614174 0.01615103 0.01596029 0.01591188 0.01600041 0.0162554
 0.01630081 0.01608974 0.01601317 0.01590815 0.01619302 0.01598411
 0.01588207 0.01589668 0.01589336 0.01589543 0.01588216 0.01600573
 0.01657818 0.0165501  0.01634786 0.01579863 0.0157171  0.0157303
 0.0158032  0.01573034 0.01569274 0.01574125 0.01589627 0.01578926
 0.01591273 0.01573326 0.01578286 0.01567387 0.01582038 0.01586095
 0.01583698 0.01576068 0.01586106 0.01577312 0.01612076 0.01598323
 0.01598778 0.01609817 0.0161353  0.01648365 0.01644131 0.01633141
 0.01625077 0.01616013 0.01615807 0.01632655 0.01624965 0.01608174
 0.01593662 0.01599877 0.01594704 0.01605759 0.01594442 0.01605012
 0.0164415  0.01636017 0.01613858 0.01598705 0.01597924 0.01613039
 0.01605899 0.01591337 0.01600146 0.01609327 0.01604028 0.01601064
 0.01602653 0.0160179  0.01610027 0.01623625 0.01608674 0.01608329
 0.01597914 0.01615331 0.01601335 0.01637401 0.01635943 0.01639448]","[0.00030199 0.00028314 0.00038315 0.00024276 0.00021872 0.00039843
 0.0002397  0.0003116  0.00040214 0.0002838  0.0003915  0.00124842
 0.00106623 0.00062955 0.00044869 0.00028514 0.00036781 0.00024044
 0.00022868 0.00127888 0.00097149 0.00051046 0.00050799 0.00037887
 0.00059092 0.00032202 0.00025957 0.00021572 0.00040965 0.00041216
 0.00040567 0.00037657 0.00030956 0.00031121 0.00040672 0.00027839
 0.00028878 0.00038377 0.00028218 0.00023764 0.00036677 0.00082937
 0.00076442 0.00069458 0.000716   0.00072073 0.0007511  0.00087617
 0.00077033 0.0010194  0.00105204 0.00100189 0.00088769 0.00081366
 0.00112919 0.00170984 0.00134684 0.00085249 0.0007032  0.00089535
 0.00078933 0.00073112 0.00075486 0.00074529 0.00074544 0.0007172
 0.00075402 0.00077188 0.00076323 0.00075649 0.00069468 0.00073433
 0.00075315 0.00072791 0.00074462 0.00069316 0.00077515 0.0008472
 0.00075687 0.00106879 0.00125274 0.0022533  0.00202103 0.00114727
 0.00087678 0.00072352 0.00075058 0.00072244 0.00071487 0.00071986
 0.00076065 0.00071762 0.00084784 0.00077    0.00077778 0.0008085
 0.00159346 0.00095509 0.00073536 0.00069596 0.00074755 0.00076273
 0.00076106 0.00071505 0.00072245 0.00087806 0.00088171 0.00083605
 0.0009052  0.00087352 0.00092312 0.0008921  0.00083009 0.00076263
 0.00075688 0.00073234 0.00088784 0.00123533 0.00114344 0.00113429]",1.9150371067,0.06183869538454115
