,desc,avg_step_times,std_step_times,avg_total_time,std_dev_total_time
original_Nt_30_N_400,Simulation using the original code,"[0.00688683 0.00688877 0.00682096 0.00676348 0.00670035 0.0067532
 0.00677851 0.00677784 0.00679526 0.00679978 0.00679432 0.00676369
 0.00679176 0.00671152 0.00673143 0.00681221 0.00687176 0.00707498
 0.00693807 0.00689483 0.00693905 0.00701982 0.00702322 0.0069986
 0.00730559 0.00723757 0.00742356 0.00730603 0.00726812 0.00702475]","[0.000273   0.0003075  0.0002671  0.00024547 0.00019281 0.00011883
 0.00017045 0.00015124 0.0001556  0.0001715  0.0002126  0.00020076
 0.00019918 0.00017439 0.00015345 0.00021187 0.00028648 0.00083429
 0.00021735 0.00023714 0.00025526 0.00031359 0.00031462 0.00025506
 0.00096041 0.00092585 0.00139112 0.00088326 0.00088277 0.0002445 ]",0.20805020619999998,0.007383879255411262
original_Nt_30_N_800,Simulation using the original code,"[0.01555205 0.01521668 0.01515149 0.01510738 0.01511856 0.01537429
 0.01553806 0.01549048 0.01576478 0.01560853 0.01575146 0.01588179
 0.01588902 0.01622814 0.01622974 0.01609286 0.01606991 0.01596326
 0.01652499 0.0165782  0.01631119 0.01631695 0.01617289 0.01639129
 0.01650291 0.0161193  0.01624688 0.01604233 0.01631886 0.01641499]","[0.00116145 0.00059173 0.00046506 0.00068557 0.00059984 0.00062446
 0.00054073 0.00047693 0.00045556 0.00055573 0.00071811 0.00071865
 0.00080199 0.00170584 0.00106099 0.0009619  0.00089838 0.00087432
 0.00127998 0.00121571 0.00091716 0.00122025 0.00133841 0.00175696
 0.00166334 0.00124179 0.00137891 0.00124899 0.00171299 0.00221262]",0.4781349026,0.019084262189120182
original_Nt_60_N_100,Simulation using the original code,"[0.00169654 0.00162683 0.00161444 0.00161591 0.00167886 0.0016022
 0.00164049 0.00169801 0.00163455 0.00161215 0.00161562 0.00169348
 0.00169862 0.00164888 0.00169086 0.00170139 0.00166824 0.00166075
 0.00175302 0.00171022 0.00170724 0.00172887 0.0017944  0.00174524
 0.00171934 0.00179658 0.0017036  0.0017284  0.00175561 0.00176247
 0.00168989 0.00170429 0.00179378 0.00168707 0.00167234 0.00172732
 0.00169303 0.00166024 0.00165724 0.00170559 0.00166265 0.00166909
 0.00166116 0.00173646 0.0016556  0.00166585 0.00173095 0.00167044
 0.00165719 0.00165477 0.00174633 0.00164877 0.00166583 0.00170175
 0.00168709 0.00164429 0.0017206  0.00175635 0.00164999 0.00165127]","[2.60731568e-04 1.34609472e-04 1.49225811e-04 1.26658722e-04
 3.03217682e-04 1.19799509e-04 1.20629827e-04 2.66853830e-04
 1.72211475e-04 1.04061384e-04 1.28117376e-04 2.61259331e-04
 2.44481246e-04 1.59548715e-04 1.71410406e-04 2.45163978e-04
 1.59408500e-04 1.42670364e-04 2.84325222e-04 2.20394194e-04
 2.54683061e-04 2.62107327e-04 3.45815936e-04 3.02320573e-04
 2.74959861e-04 3.70268112e-04 2.43116188e-04 2.23765476e-04
 2.25970953e-04 2.77590742e-04 1.93418270e-04 1.97303250e-04
 3.36142986e-04 1.56827708e-04 1.54527812e-04 2.03378587e-04
 1.65663666e-04 1.26713786e-04 1.37528095e-04 2.48921513e-04
 1.29230721e-04 1.14498472e-04 1.29083758e-04 2.38681162e-04
 1.18879296e-04 1.14160301e-04 2.15350114e-04 1.21811003e-04
 1.01033807e-04 1.08827262e-04 2.93158069e-04 1.01590096e-04
 1.24365722e-04 1.66050608e-04 1.71536495e-04 9.52297958e-05
 1.77026408e-04 2.67036360e-04 9.12317731e-05 1.07508916e-04]",0.1015285672,0.009627157241604397
original_Nt_60_N_200,Simulation using the original code,"[0.00355586 0.00355472 0.00361904 0.00360044 0.00356309 0.00358778
 0.00360405 0.00355494 0.00349533 0.00355008 0.00352438 0.00356135
 0.00355297 0.00363583 0.00362984 0.00358128 0.00356489 0.00353136
 0.00358715 0.00356359 0.00352205 0.00354832 0.00357475 0.00360837
 0.00359826 0.00356315 0.0036012  0.00359586 0.00365992 0.00361966
 0.0036086  0.00357802 0.00356053 0.00349642 0.00352645 0.00349802
 0.00347124 0.00349477 0.00351179 0.0035237  0.0035992  0.00358022
 0.00359062 0.00357411 0.00360537 0.00363389 0.0036842  0.00364703
 0.0036739  0.00368839 0.00365448 0.00362672 0.00359416 0.00355515
 0.00358893 0.00360138 0.00359175 0.00356644 0.00355304 0.00350593]","[0.00032994 0.00035826 0.00033454 0.00033049 0.00036808 0.00037331
 0.00036699 0.00028003 0.00025064 0.00029576 0.00028029 0.00031067
 0.00029702 0.00031047 0.00031965 0.00027816 0.00027211 0.00025855
 0.00028076 0.00034847 0.0003283  0.0003401  0.00036832 0.00039657
 0.00039581 0.00038794 0.00035977 0.00037276 0.00037614 0.00037041
 0.0003661  0.0003624  0.00034667 0.00029464 0.00025698 0.00026929
 0.00025473 0.00022148 0.00023589 0.00020298 0.0002274  0.00022168
 0.00020209 0.00021257 0.00022828 0.00029467 0.00033445 0.000312
 0.00033562 0.00029436 0.00029796 0.00031564 0.00027436 0.00029593
 0.00032448 0.00029383 0.00031708 0.00029339 0.00028369 0.00029071]",0.2148798451,0.01101337241498559
original_Nt_60_N_400,Simulation using the original code,"[0.00679608 0.006832   0.00673538 0.00668818 0.00669369 0.00671533
 0.00679346 0.00676154 0.00678094 0.00734865 0.00726676 0.00688951
 0.00689801 0.00690647 0.00683893 0.00688171 0.0068618  0.00683018
 0.00692383 0.00701253 0.00693253 0.00692557 0.00693036 0.0069081
 0.00694744 0.00692504 0.00695604 0.00700359 0.00698104 0.00694918
 0.00699534 0.00696355 0.00686412 0.0069176  0.00691054 0.00685206
 0.00692652 0.00689912 0.00687823 0.00688023 0.00686218 0.00683504
 0.00691356 0.00684832 0.00686553 0.00694452 0.00692297 0.00685082
 0.00693365 0.0068919  0.00691776 0.00708752 0.00696744 0.00700305
 0.00705052 0.00696915 0.00688926 0.00692027 0.00692101 0.00690785]","[1.54795628e-04 2.03151103e-04 1.04628108e-04 9.56030612e-05
 1.00724569e-04 7.92010104e-05 1.62273655e-04 2.30925099e-04
 2.97179261e-04 1.81094510e-03 1.62959435e-03 4.59274912e-04
 3.28926591e-04 3.31841509e-04 2.47911926e-04 1.82907262e-04
 2.20771045e-04 1.47081399e-04 2.56399076e-04 4.24678777e-04
 3.71829923e-04 3.16779365e-04 3.41540491e-04 2.96599613e-04
 2.62062928e-04 3.07576955e-04 2.95983296e-04 2.53888319e-04
 1.85635437e-04 2.12781884e-04 2.43014474e-04 3.71431555e-04
 1.60008411e-04 2.12169327e-04 1.71359590e-04 1.54408547e-04
 1.68264512e-04 1.48875544e-04 1.42961221e-04 1.25427495e-04
 1.07136732e-04 9.28974912e-05 1.30587868e-04 9.37425984e-05
 7.21701848e-05 1.71696746e-04 1.59388404e-04 1.18833223e-04
 1.27682497e-04 7.34440161e-05 9.88666966e-05 1.60036480e-04
 1.29243959e-04 2.08909097e-04 2.09920092e-04 1.68763646e-04
 1.09038469e-04 8.56062812e-05 1.39024177e-04 1.03646208e-04]",0.414687076,0.006595186761766827
original_Nt_60_N_800,Simulation using the original code,"[0.01572535 0.01555391 0.01530741 0.01520887 0.01562734 0.01523083
 0.01511474 0.01522647 0.01548598 0.01585131 0.01517456 0.01514578
 0.01522028 0.0154922  0.01558427 0.01543066 0.01556657 0.01582365
 0.01578453 0.01556009 0.01573172 0.01562785 0.01569778 0.01592324
 0.01610939 0.01584358 0.01583295 0.01595764 0.01575634 0.01559941
 0.01566826 0.01564619 0.01560567 0.01567773 0.01573409 0.01588325
 0.01608116 0.0160088  0.01620413 0.01598562 0.01594182 0.01574647
 0.01609135 0.01627615 0.01623046 0.0159015  0.01591996 0.01599345
 0.01585472 0.01558961 0.01553282 0.01537355 0.01540109 0.01536109
 0.01532079 0.01521389 0.01542244 0.0153022  0.01515892 0.01554409]","[0.00243176 0.00173078 0.00107815 0.00096848 0.00178526 0.00047588
 0.00026416 0.00088417 0.00089814 0.00169403 0.00035214 0.00021872
 0.00028225 0.00059013 0.00059163 0.00055469 0.00065222 0.00087122
 0.00088017 0.00066487 0.00062828 0.00065681 0.00075222 0.00080937
 0.00073154 0.00068305 0.00080726 0.00105862 0.00072735 0.00055493
 0.00088975 0.00070397 0.00013373 0.0004432  0.00047924 0.00069474
 0.00092329 0.00087829 0.00092526 0.00104585 0.00090041 0.00048184
 0.001142   0.00152248 0.00110881 0.0006937  0.00078746 0.0009491
 0.00094284 0.00057697 0.0005061  0.00058215 0.00057813 0.00052316
 0.00062385 0.0005525  0.00086216 0.00068469 0.00033948 0.00130109]",0.9390863712,0.02355060998997465
original_Nt_120_N_100,Simulation using the original code,"[0.00155655 0.00152737 0.00152514 0.00153316 0.00152597 0.00152255
 0.00153063 0.00153598 0.00153111 0.00154133 0.00154602 0.00155366
 0.0015606  0.00155882 0.00155233 0.00155432 0.00155312 0.00157628
 0.00156586 0.00156559 0.00156891 0.00156775 0.00156528 0.00155845
 0.00159109 0.0015914  0.00159346 0.00157641 0.00157686 0.00156832
 0.00158082 0.00157122 0.00156816 0.00156353 0.00156099 0.00155642
 0.00155495 0.00155463 0.00155455 0.00155206 0.00155832 0.00156407
 0.00157007 0.00156833 0.00157859 0.00157146 0.00157338 0.00157137
 0.0015822  0.00156553 0.00156021 0.00157183 0.00156447 0.00156442
 0.00156849 0.00156601 0.00156891 0.00155792 0.00156447 0.00155532
 0.00155301 0.00158463 0.0015842  0.00159671 0.00157857 0.00157862
 0.0015811  0.00156332 0.00157778 0.00159828 0.00157295 0.00158598
 0.00157269 0.00157845 0.00156965 0.00156923 0.00158767 0.0015658
 0.00157871 0.00158632 0.00157174 0.00160289 0.00158195 0.00157801
 0.00157794 0.00156813 0.0015824  0.00156915 0.00155755 0.00156365
 0.00155678 0.00155689 0.00155309 0.00155782 0.00155453 0.00154512
 0.00155928 0.00156353 0.00155896 0.00156304 0.00157415 0.0015586
 0.00156938 0.00156076 0.00156245 0.00156212 0.00155652 0.00156501
 0.00156874 0.00158024 0.00157637 0.00156581 0.00156209 0.00155985
 0.00155222 0.00155005 0.00156193 0.00156028 0.00156273 0.00154995]","[4.06663549e-05 2.19067941e-05 2.48793217e-05 2.06199218e-05
 2.07779803e-05 1.41736780e-05 2.30393407e-05 2.73009395e-05
 1.34527858e-05 3.68331992e-05 2.43908480e-05 2.75202394e-05
 6.45842379e-05 6.84392416e-05 3.25625643e-05 3.77596278e-05
 3.69109763e-05 5.01799637e-05 4.00052249e-05 2.93126101e-05
 3.40932104e-05 2.26280248e-05 2.61988893e-05 3.09677995e-05
 3.86945479e-05 5.13074799e-05 6.01932146e-05 3.48725410e-05
 4.24513557e-05 4.16476831e-05 4.83199044e-05 3.20512470e-05
 4.28605771e-05 3.02756323e-05 3.00185459e-05 2.51204917e-05
 3.36396626e-05 3.13664097e-05 2.46136334e-05 2.50686049e-05
 2.74994783e-05 3.36633167e-05 4.32823684e-05 3.38132377e-05
 5.77105903e-05 3.48700297e-05 5.10133315e-05 4.03691320e-05
 2.86152580e-05 2.39287851e-05 2.05098803e-05 2.86932576e-05
 2.37015928e-05 1.65365708e-05 2.33123040e-05 1.17206180e-05
 3.26017622e-05 2.19428326e-05 7.87395503e-06 2.37446136e-05
 1.05105008e-05 4.92267914e-05 5.26910299e-05 6.49898075e-05
 5.47390295e-05 4.67368117e-05 5.68462759e-05 4.49578950e-05
 5.52464291e-05 5.60836842e-05 5.49389191e-05 4.87669500e-05
 4.64874288e-05 3.91389943e-05 3.39192590e-05 3.81721248e-05
 3.83253991e-05 4.48635730e-05 4.97723588e-05 4.64298830e-05
 5.30237119e-05 6.86990119e-05 5.43722514e-05 5.42063352e-05
 4.99743947e-05 5.14798592e-05 5.67855296e-05 5.59717575e-05
 3.41273791e-05 3.76243351e-05 2.25492317e-05 3.07093406e-05
 1.97142627e-05 3.32581289e-05 2.37975338e-05 2.00999289e-05
 2.77526139e-05 2.34435602e-05 2.88535901e-05 4.06722147e-05
 4.30755192e-05 2.99850805e-05 3.09214999e-05 2.44145340e-05
 2.44080207e-05 1.59034470e-05 2.75940584e-05 3.22671229e-05
 4.28004957e-05 6.68611400e-05 5.10565817e-05 4.42335262e-05
 3.53911548e-05 5.70268927e-05 2.86310562e-05 3.61407669e-05
 4.96327586e-05 6.20209263e-05 4.01127518e-05 3.76877106e-05]",0.1880866142,0.0021579902998133615
original_Nt_120_N_200,Simulation using the original code,"[0.00323569 0.0032371  0.00326685 0.00322333 0.00322524 0.00323187
 0.00322545 0.00323304 0.00323553 0.00325594 0.00328299 0.00332076
 0.00332758 0.00334659 0.00334094 0.00330561 0.00335077 0.00332036
 0.00332419 0.00331788 0.00329714 0.00329596 0.0032715  0.00327678
 0.00326111 0.00319774 0.00324014 0.0032552  0.00324711 0.00328414
 0.00326593 0.00326187 0.00325714 0.00325901 0.00324814 0.00327772
 0.00322924 0.00324184 0.0032495  0.00325645 0.00323952 0.00323911
 0.00323212 0.00323094 0.00325535 0.0032691  0.00330372 0.00332657
 0.00330719 0.00333975 0.00329339 0.00327039 0.00328085 0.00329451
 0.00332329 0.00330171 0.00327527 0.00327037 0.00326016 0.00332067
 0.00333609 0.00329175 0.00333717 0.00336321 0.00338953 0.00340743
 0.00342483 0.00344827 0.003423   0.00342656 0.00342064 0.00338198
 0.0033531  0.00332503 0.00333247 0.00334238 0.00331362 0.00329839
 0.00329643 0.00328211 0.0033004  0.0033187  0.00331202 0.0032917
 0.0032751  0.0032859  0.0032577  0.00323651 0.00325342 0.00324903
 0.00325191 0.00324562 0.00321375 0.00321185 0.00324098 0.00322638
 0.00322285 0.00321529 0.00323465 0.00324776 0.00325231 0.00326046
 0.00327484 0.00327894 0.0032696  0.00326315 0.00326573 0.00324874
 0.00320264 0.00322812 0.00322255 0.00320055 0.00320789 0.00323201
 0.0032068  0.0031914  0.00324068 0.00325979 0.00326299 0.0032575 ]","[8.63857340e-05 1.37495736e-04 1.55052846e-04 1.23346548e-04
 1.24775029e-04 1.19725250e-04 1.10481021e-04 9.70665176e-05
 9.34874061e-05 8.36575983e-05 1.14891430e-04 1.21105076e-04
 1.38842410e-04 1.45653531e-04 1.15590191e-04 9.85914256e-05
 1.21650624e-04 1.12137510e-04 9.70402905e-05 1.03992778e-04
 9.57684827e-05 7.64937077e-05 7.16734137e-05 5.99448566e-05
 5.51573720e-05 4.15660456e-05 5.31750905e-05 6.20995916e-05
 6.82123328e-05 1.02827651e-04 6.28357091e-05 8.95450744e-05
 9.08318284e-05 5.75783671e-05 5.69447507e-05 4.89150245e-05
 5.95033581e-05 5.22591667e-05 7.43638430e-05 5.07261066e-05
 3.82280955e-05 5.90650834e-05 5.07155120e-05 3.57271245e-05
 5.50326312e-05 6.33420448e-05 1.25314105e-04 1.49019304e-04
 9.35815033e-05 1.21215642e-04 8.99834310e-05 7.40088608e-05
 5.67128344e-05 4.60974245e-05 8.92428017e-05 1.12302837e-04
 8.57838201e-05 8.36143711e-05 6.03512546e-05 1.26416269e-04
 1.75740720e-04 2.23429692e-04 2.77287978e-04 3.21209577e-04
 3.52206139e-04 4.12282833e-04 4.68341333e-04 4.96517611e-04
 4.80191869e-04 4.25170643e-04 3.62116498e-04 2.98802564e-04
 2.59961928e-04 2.14713527e-04 2.27230354e-04 2.10609577e-04
 2.05030688e-04 1.71825575e-04 1.54073766e-04 1.29516177e-04
 1.19098422e-04 1.23484577e-04 1.13879768e-04 1.52629508e-04
 9.03528876e-05 9.78924121e-05 7.77619474e-05 7.06954046e-05
 7.29341842e-05 6.34545884e-05 8.49256749e-05 8.18538532e-05
 4.43465835e-05 6.20002028e-05 6.16345843e-05 4.91061631e-05
 3.60567382e-05 7.06697330e-05 5.66789292e-05 9.95284663e-05
 8.93034015e-05 6.95979982e-05 1.21131351e-04 1.11424427e-04
 6.37507469e-05 5.85974209e-05 6.37562832e-05 4.65100925e-05
 3.03187882e-05 3.11218541e-05 3.65371988e-05 1.90389601e-05
 3.10089255e-05 5.14473697e-05 3.35455850e-05 8.76232345e-05
 9.83825410e-05 1.20745501e-04 1.29099460e-04 1.02324417e-04]",0.393828608,0.0064448013570397806
original_Nt_120_N_400,Simulation using the original code,"[0.00680397 0.00671481 0.00662367 0.00676451 0.00669071 0.0067528
 0.00684746 0.00666895 0.00663061 0.00669251 0.00670874 0.00685537
 0.00684637 0.00681419 0.00673412 0.00677444 0.00675716 0.00676145
 0.00682138 0.00688889 0.00682319 0.00682445 0.00684489 0.00689956
 0.0068212  0.00688095 0.00693108 0.00693986 0.00686654 0.0069022
 0.00696216 0.00695257 0.00691782 0.00695292 0.00691889 0.00688648
 0.00690786 0.00688352 0.00684113 0.0068656  0.0068631  0.00690389
 0.00692751 0.00688333 0.00687404 0.00689396 0.00689681 0.00694499
 0.00695723 0.00697936 0.00702408 0.00701704 0.00706792 0.00704409
 0.00695439 0.00688433 0.00684245 0.006846   0.00678939 0.00687364
 0.00690504 0.00694715 0.00698238 0.00705094 0.00696642 0.00692383
 0.0068801  0.00683875 0.00680897 0.00679744 0.00682407 0.00684343
 0.006768   0.00678226 0.00678611 0.00678516 0.00679506 0.00684991
 0.00682399 0.00682107 0.00678007 0.0067771  0.00678549 0.00686954
 0.00690294 0.00694782 0.00688118 0.00689697 0.00687881 0.00689805
 0.00688188 0.00694021 0.00699678 0.00697825 0.00695629 0.00688365
 0.00683367 0.00682573 0.00677669 0.00683507 0.00687197 0.00695783
 0.0068835  0.00694273 0.00689873 0.00683793 0.00679684 0.00689619
 0.00693223 0.00703718 0.00708961 0.0072159  0.00721309 0.00706435
 0.00693587 0.00702705 0.00709463 0.0070701  0.0071336  0.00708514]","[2.16051304e-04 1.75037616e-04 1.38161692e-04 2.14314272e-04
 2.29215294e-04 2.67405644e-04 6.46631085e-04 1.20880698e-04
 7.86004594e-05 1.51228953e-04 1.87283446e-04 2.85238845e-04
 2.97877739e-04 2.34259520e-04 1.88664259e-04 1.28608389e-04
 2.03102332e-04 1.49267085e-04 1.96605862e-04 1.87763433e-04
 1.49062324e-04 1.20981663e-04 1.26856326e-04 1.89337275e-04
 1.14728917e-04 1.70828527e-04 2.33220013e-04 2.40683473e-04
 2.29536582e-04 1.49341464e-04 2.37109926e-04 2.49441283e-04
 1.84661350e-04 1.65932144e-04 1.54455954e-04 1.62657493e-04
 1.51722584e-04 1.52447182e-04 1.20318905e-04 1.56618697e-04
 2.02854355e-04 1.78128481e-04 2.80916267e-04 2.24695989e-04
 2.16514387e-04 1.26034815e-04 2.32065200e-04 1.40414562e-04
 2.50264282e-04 2.07584870e-04 2.15236159e-04 2.07436387e-04
 2.59893255e-04 2.78934256e-04 1.74297531e-04 1.30125590e-04
 7.47125636e-05 8.41309307e-05 5.45172300e-05 9.12296153e-05
 2.15317997e-04 1.57751803e-04 2.05157704e-04 3.06635952e-04
 1.95474213e-04 1.46966760e-04 8.93745438e-05 9.46462535e-05
 7.52848953e-05 9.46635109e-05 2.10658832e-04 2.22432404e-04
 1.67169837e-04 1.41558917e-04 1.90951065e-04 2.09294227e-04
 2.00881897e-04 2.20300754e-04 1.85252912e-04 1.80287495e-04
 2.05029875e-04 1.24792759e-04 1.17064089e-04 1.92503316e-04
 2.21555403e-04 2.17615000e-04 1.95649908e-04 1.86540229e-04
 1.12248768e-04 2.59878370e-04 2.68408643e-04 3.90361780e-04
 4.63439539e-04 4.96475236e-04 4.66657980e-04 3.77221076e-04
 2.42010796e-04 1.86177155e-04 1.61607405e-04 9.83971785e-05
 2.13470724e-04 3.23767302e-04 2.58758769e-04 2.22203999e-04
 2.08130607e-04 1.64292586e-04 1.14363934e-04 3.36396199e-04
 5.74612124e-04 8.26075359e-04 1.00700242e-03 9.65467177e-04
 7.87052546e-04 5.28618114e-04 3.41167751e-04 4.61466130e-04
 7.24296658e-04 8.77129596e-04 9.95247090e-04 8.80552090e-04]",0.8264219683999999,0.012998560835432106
original_Nt_120_N_800,Simulation using the original code,"[0.01553193 0.01515754 0.0153016  0.01520723 0.01522683 0.01541824
 0.01533117 0.0153299  0.01550183 0.01565514 0.01565167 0.01564888
 0.01552199 0.01539596 0.01545893 0.01548658 0.0155318  0.01566636
 0.01554388 0.01532063 0.01546672 0.0155279  0.01552358 0.0156561
 0.01582775 0.01554816 0.01553517 0.0154487  0.01531298 0.01542235
 0.0156118  0.01540717 0.01565198 0.01572286 0.01558896 0.01578202
 0.01585776 0.01616937 0.01629765 0.01601426 0.01580126 0.01603423
 0.01604818 0.01591037 0.0159804  0.01593079 0.01586345 0.01581824
 0.01570236 0.01542201 0.01554846 0.01544519 0.01550282 0.01570912
 0.01555918 0.0156417  0.01582068 0.01567122 0.01561455 0.01546555
 0.01550518 0.01543664 0.01551732 0.01544381 0.01535547 0.01552068
 0.01547755 0.01541852 0.01562892 0.01571208 0.01551981 0.01559975
 0.01562977 0.01546254 0.01566097 0.01566048 0.01575354 0.01567731
 0.01592025 0.01617313 0.01622361 0.01594868 0.01589122 0.01592753
 0.01582603 0.01568747 0.01572902 0.0158198  0.01602195 0.01583816
 0.01572642 0.01541764 0.01570174 0.01570299 0.01561295 0.01565676
 0.0156454  0.01546559 0.01581457 0.01581237 0.0154835  0.01555485
 0.01565054 0.01576971 0.01603864 0.01592452 0.01582893 0.01592631
 0.01594417 0.01571097 0.01580443 0.0158348  0.01575542 0.01574641
 0.01568076 0.01597114 0.0160335  0.01560921 0.01542573 0.01551745]","[0.00100511 0.00048152 0.00072446 0.00057056 0.00070745 0.00064623
 0.0005909  0.00050137 0.0006543  0.00114378 0.0010972  0.00062464
 0.00061026 0.00052185 0.00055103 0.00037262 0.00041623 0.00055279
 0.00040546 0.00014137 0.00021027 0.00046298 0.00058737 0.00055191
 0.00047928 0.00038091 0.00016009 0.00019315 0.00014997 0.00011132
 0.00043499 0.00030196 0.00037819 0.00039108 0.00028574 0.0003122
 0.00065504 0.00095204 0.00137496 0.0006248  0.00048774 0.00070838
 0.00075264 0.00076521 0.00077288 0.00074532 0.00078037 0.00060371
 0.00046599 0.00022407 0.00037724 0.00026952 0.00047608 0.00039219
 0.00031081 0.00064517 0.00046345 0.00035792 0.00052578 0.00030987
 0.00042324 0.00036018 0.00024688 0.00018343 0.00023474 0.0004826
 0.00049351 0.00056454 0.00067852 0.00062994 0.00060457 0.0007156
 0.0006766  0.00060527 0.00065051 0.00058983 0.00064241 0.00043682
 0.00100711 0.00217816 0.00162422 0.00110546 0.00082398 0.00076969
 0.00064042 0.00066558 0.00064857 0.00083743 0.00126715 0.00064643
 0.00046912 0.00030139 0.00039216 0.00038988 0.00038297 0.00034806
 0.00031781 0.0002901  0.00041749 0.00034661 0.0002761  0.00022598
 0.00040607 0.00054045 0.00067435 0.00064824 0.00065575 0.00076107
 0.00074652 0.00079215 0.00083748 0.00080117 0.00077739 0.00059352
 0.00042498 0.00140751 0.00095332 0.0003818  0.00041461 0.000442  ]",1.8798553095,0.024695505770451345
